customer_id,age,gender,state,city,pin_code,marital_status,education,occupation,join_date,tenure_years,account_type,account_segment,annual_income,balance,credit_score,num_products,has_credit_card,has_loan,has_insurance,has_demat,has_mutual_fund,loan_amount,loan_emi,credit_limit,credit_utilization_pct,monthly_txn_count,monthly_debit_amt,monthly_credit_amt,avg_txn_value,online_txn_pct,atm_withdrawal_freq,upi_txn_count,net_banking_logins,mobile_app_logins,branch_visits,complaints_last_year,complaint_resolved,nps_score,csat_score,days_since_last_txn,days_since_last_login,is_dormant,inactive_6m,churn,complaints_resolved
CUST0009724,42,Female,Delhi,Bhalswa Jahangir Pur,473313,Divorced,High School,Salaried,2012-04-14,12.14,Salary,Mass,630600.0,1380839.58,635.0,2,0,1,0,0,1,663834.78,8070.11,0.0,0.0,21.0,278905.8,39305.98,12677.54,10.82,4,14,7,18,1,2,yes,8.0,4.0,6,1,0,0,0,yes
CUST0006692,32,Male,Rajasthan,Mangalore,83531,Married,High School,Retired,2014-01-21,10.37,Salary,HNI,387800.0,742224.65,679.0,1,1,0,0,0,0,0.0,0.0,106454.31,6.84,17.0,167749.07,36388.95,9319.39,61.16,3,9,6,11,0,0,nan,7.0,4.0,20,3,0,0,0,nan
CUST0009428,34,Female,Gujarat,Madhyamgram,949639,Married,Post-Graduate,Salaried,2017-10-10,6.65,Current,Emerging Affluent,1300500.0,2941324.03,694.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,15.0,349569.88,81327.17,21848.12,82.49,6,13,9,12,1,0,nan,7.0,4.0,8,11,0,0,0,nan
CUST0002228,34,Male,Delhi,Dindigul,95480,Single,Graduate,Self-Employed,2017-10-08,6.65,NRI,Mass,452700.0,672453.96,550.0,2,0,1,1,1,0,115046.81,3420.77,0.0,0.0,18.0,0.0,31151.99,0.0,44.3,6,10,5,16,0,1,yes,8.0,5.0,29,2,0,0,1,yes
CUST0004626,58,Female,Rajasthan,Hazaribagh,362368,Married,Graduate,Salaried,2012-05-01,12.09,Current,Emerging Affluent,350500.0,397993.62,695.0,5,1,0,1,0,1,0.0,0.0,91893.64,19.32,20.0,53289.07,25078.02,2537.57,29.17,3,18,7,10,2,1,yes,4.0,4.0,24,8,0,0,0,yes
CUST0000032,66,Male,UP,Munger,408491,Married,High School,Business Owner,2016-03-26,8.19,Savings,Affluent,391300.0,821417.19,802.0,2,1,0,0,1,0,0.0,0.0,145505.66,28.8,29.0,122603.07,30063.7,4086.77,21.23,6,14,5,17,2,0,nan,10.0,4.0,6,8,0,0,0,nan
CUST0008342,41,Male,Maharashtra,Kirari Suleman Nagar,661035,Married,Graduate,Salaried,2021-09-25,2.68,Current,Affluent,731200.0,1426295.24,680.0,3,1,0,0,0,0,0.0,0.0,229790.69,53.36,19.0,286446.88,34531.35,14322.34,41.32,1,13,10,9,3,1,yes,0.0,3.0,4,1,0,0,0,yes
CUST0001898,62,Male,Karnataka,Jalandhar,339568,Married,Graduate,Business Owner,2015-11-03,8.58,Current,Affluent,133100.0,263481.83,712.0,4,1,0,0,0,1,0.0,0.0,12976.85,29.2,24.0,59295.39,9383.44,2371.82,59.89,4,12,5,8,2,0,nan,7.0,1.0,66,12,0,0,0,nan
CUST0006221,57,Female,UP,Thane,929484,Married,High School,Salaried,2017-02-05,7.32,Savings,Affluent,686900.0,157471.43,645.0,2,1,0,0,0,1,0.0,0.0,171946.42,39.68,20.0,12777.14,58685.06,608.44,74.38,2,17,4,17,0,0,nan,8.0,5.0,4,1,0,0,0,nan
CUST0000097,45,Female,UP,Berhampore,929244,Married,High School,Self-Employed,2020-04-16,4.13,Savings,Mass,1214200.0,2936399.59,703.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,20.0,60442.65,91362.76,2878.22,27.12,7,13,8,16,0,0,nan,10.0,5.0,3,3,0,0,0,nan
CUST0005505,35,Male,UP,Hospet,354067,Married,High School,Business Owner,2014-09-04,9.75,Salary,Emerging Affluent,511900.0,640197.25,706.0,1,1,0,1,1,0,0.0,0.0,29520.09,35.12,19.0,229426.61,39096.89,11471.33,64.68,2,10,5,3,1,0,nan,7.0,5.0,4,19,0,0,0,nan
CUST0003880,39,Male,Rajasthan,Mahbubnagar,474118,Married,Post-Graduate,Self-Employed,2012-05-15,12.05,Current,Affluent,1148000.0,0.0,709.0,3,1,1,0,0,1,117238.95,2099.59,361920.76,40.57,14.0,0.0,113779.16,0.0,38.32,4,8,6,16,1,0,nan,6.0,5.0,8,8,0,0,1,nan
